Site ID,Site name,Country,Longitude,Latitude,Elevation,IGBP type,First day,Last day,Span days,Span years
US-SO3,Sky Oaks- Young Stand,USA,-116.6226,33.3771,1429,CSH,19970101,20061231,3652,9.99863107460643
