Site ID,Site name,Country,Longitude,Latitude,Elevation,IGBP type,First day,Last day,Span days,Span years
US-Dk3,Duke Forest - loblolly pine,USA,-79.0942,35.9782,163,ENF,20010101,20081231,2922,8.0
