Site ID,Site name,Country,Longitude,Latitude,Elevation,IGBP type,First day,Last day,Span days,Span years
US-Bn1,"Bonanza Creek, 1920 Burn site near Delta Junction",USA,-145.3782,63.9198,518,ENF,20020101,20041231,1096,3.00068446269678
