time,hoy,TA_F,SW_IN_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F,USTAR,NETRAD_DV,SW_OUT,LW_OUT,CO2_F_MDS,TS_F_MDS_1,SWC_F_MDS_1,SWC_F_MDS_2,G_F_MDS,LE_F_MDS,H_F_MDS,EF_DV,LCL_DV,QA_DV,ME_DV,PBLH_ERA5
2011-01-01 00:00:00,1,14.6425,0,373.795,1.7495,98.6985,-9999,3.0205,0.4845,-20.3655,0.403,354.675,368.9,-9999,-9999,-9999,-9999,-2.1185,-53.4565,0.038119658,213.46861,0.009445614,312845.5,362.62354
2011-01-01 01:00:00,2,14.9835,0,377.27,1.7355,98.6445,-9999,2.4535,0.4295,-6.2635,-0.026,371.36,369.645,-9999,-9999,-9999,-9999,0.5315,-39.8095,0,207.39051,0.0096959063,313813.93,368.77344
2011-01-01 02:00:00,3,14.6285,0,376.055,1.7225,98.5995,-9999,2.4955,0.3785,-3.497,1.724,376.15,375.0415,-9999,-9999,-9999,-9999,0.533235,-25.4747,0,210.18683,0.00946278,312874.34,401.36792
2011-01-01 03:00:00,4,13.0855,0,369.275,1.7115,98.6705,-9999,2.6455,0.454,-3.831,2.8065,370.55,381.1735,-9999,-9999,-9999,-9999,3.528685,-11.1521,0,229.24773,0.0084517257,308795.99,436.51025
2011-01-01 04:00:00,5,12.2465,0,367.695,1.701,98.662,-9999,2.485,0.3435,-4.1925,1.496,366.545,381.087,-9999,-9999,-9999,-9999,3.49802,-11.0765,0,239.82509,0.0079462013,306688.99,387.83813
2011-01-01 05:00:00,6,12.3535,0,368.27,1.69,98.662,-9999,2.596,0.404,-3.555,1.2265,367.31,381.012,-9999,-9999,-9999,-9999,3.43977,-11.01805,0,236.61545,0.0080172278,306974.09,480.43799
2011-01-01 06:00:00,7,12.7555,0,370.61,1.678,98.662,-9999,3.2585,0.5355,-2.3935,1.5635,371.455,380.897,-9999,-9999,-9999,-9999,3.34578,-10.9575,0,229.10183,0.0082690292,308007.6,633.74609
2011-01-01 07:00:00,8,12.8585,0.7735,371.525,-9999,98.5145,-9999,3.6035,0.611,-2.9135,1.559,371.795,-9999,-9999,-9999,-9999,-9999,-9999,-54.8679,-9999,-9999,-9999,-9999,688.39233
2011-01-01 08:00:00,9,12.2075,3.093,370.935,1.649,98.5205,-9999,2.8165,0.621,1.214,1.643,370.7,380.68,-9999,-9999,-9999,-9999,3.257515,-10.63235,0,232.63909,0.0079675471,306703.16,694.54224
2011-01-01 09:00:00,10,12.214,12.6855,371.665,1.651,98.5255,-9999,-9999,-9999,10.391,2.193,371.565,380.6585,-9999,-9999,-9999,-9999,3.30793,-10.14871,0,232.84377,0.0079697405,306715.17,719.84473
2011-01-01 10:00:00,11,12.346,34.423,373.295,1.9855,98.494,-9999,-9999,-9999,30.149,3.298,372.995,380.4185,-9999,-9999,-9999,-9999,6.68014,3.363565,0.66510715,280.95568,0.007838046,306518.6,774.1394
2011-01-01 11:00:00,12,12.666,30.7535,374.68,1.9335,98.472,-9999,-9999,-9999,26.652,-9999,374.19,381.3085,-9999,-9999,-9999,-9999,6.25461,1.61265,0.79501758,267.72221,0.0080671105,307412.86,686.89868
2011-01-01 12:00:00,13,11.0705,33.3655,368.52,1.408,98.4725,-9999,-9999,-9999,28.525,-9999,367.3,380.496,-9999,-9999,-9999,-9999,6.68782,3.205395,0.67600067,211.30057,0.0074692526,304314.73,652.81079
2011-01-01 13:00:00,14,6.884,39.033,348.23,1.87,98.473,-9999,1.1515,0.336,30.206,6.504,344.65,380.1535,-9999,-9999,-9999,-9999,6.592145,3.850945,0.63124468,375.24564,0.0051100707,294209.35,676.61963
2011-01-01 14:00:00,15,6.8485,33.3265,347.78,0.87,98.658,-9999,1.078,0.3395,24.461,-9999,343.1,379.9755,-9999,-9999,-9999,-9999,6.829895,-7.16613,0,166.40045,0.0057197272,295697.81,536.13843
2011-01-01 15:00:00,16,7.6705,72.4095,352.345,0.76,98.658,-9999,1.2575,0.203,47.3485,10.941,338.23,376.892,-9999,-9999,-9999,-9999,8.43329,13.556335,0.38351222,137.31582,0.0061537144,297608.89,501.87476
2011-01-01 16:00:00,17,8.0155,28.934,343.735,4.54,98.739,-9999,1.787,0.365,-22.8725,12.462,304.39,380.237,-9999,-9999,-9999,-9999,5.24798,-8.21238,0,979.08423,0.0039108709,292348.5,463.83325
2011-01-01 17:00:00,18,6.89,7.2335,337.515,4.235,98.893,-9999,1.3035,0.289,-25.017,1.9925,315.735,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,979.74875,0.0035955317,290429.03,453.5542
2011-01-01 18:00:00,19,6.026,0,337.265,3.705,98.988,-9999,1.999,0.4465,-15.7685,0.6815,323.09,372.3075,-9999,-9999,-9999,-9999,11.64167,-19.35925,0,885.01687,0.0035642241,289482.44,532.53638
2011-01-01 19:00:00,20,4.0365,0,329.08,3.37,99.1245,-9999,2.2255,0.4805,-21.766,0.517,308.755,372.27,-9999,-9999,-9999,-9999,20.064,-15.18225,1.2,921.1075,0.0030068238,286089.49,707.45703
2011-01-01 20:00:00,21,2.7885,0,325.19,2.835,99.228,-9999,2.352,0.4915,-15.8505,0.3505,310.41,371.84,-9999,-9999,-9999,-9999,13.7264,-15.6002,0,819.26712,0.0029078157,284587.73,721.86523
2011-01-01 21:00:00,22,1.842,0,320.295,2.665,99.32,-9999,2.455,0.4865,-36.693,0.297,285.795,371.29,-9999,-9999,-9999,-9999,23.2575,-8.391,1.2,818.72983,0.0027061785,283132.41,746.81641
2011-01-01 22:00:00,23,0.2935,0,313.855,2.465,99.4525,-9999,2.615,0.5395,-42.107,0.414,274.425,370.635,-9999,-9999,-9999,-9999,11.838465,-12.185,0,843.19771,0.0023665085,280726.99,781.78296
2011-01-01 23:00:00,24,-1.1745,0,305.985,2.08,99.608,-9999,2.427,0.5085,-74.3715,0.888,236.32,370.615,-9999,-9999,-9999,-9999,7.169325,-10.8385,0,770.14509,0.0022074706,278854.05,785.29712
2011-01-02 00:00:00,25,-2.2565,0,300.075,1.91,99.65,-9999,2.3755,0.4845,-78.616,1.0485,226.555,370.435,-9999,-9999,-9999,-9999,10.95,-5.895,1.2,758.06534,0.0020441715,277358.4,775.10596
2011-01-02 01:00:00,26,-2.7715,0,301.43,1.71,99.675,-9999,2.021,0.414,-35.666,0.7875,268.32,370.75,-9999,-9999,-9999,-9999,7.887,-3.246,1.2,690.72389,0.0020474388,276848.99,755.33838
2011-01-02 02:00:00,27,-3.023,0,302.025,1.68,99.7145,-9999,1.87,0.397,-25.547,0.5865,278.23,370.255,-9999,-9999,-9999,-9999,11.661,1.9235,0.8584048,690.12973,0.002007636,276496.73,774.05151
2011-01-02 03:00:00,28,-3.0595,0,301.855,1.715,99.7435,-9999,2.138,0.4075,-24.1715,0.4655,279.235,370.225,-9999,-9999,-9999,-9999,7.8785,1.088,0.87865945,709.81545,0.0019768737,276383.14,800.84766
2011-01-02 04:00:00,29,-3.185,0,301.38,1.695,99.7475,-9999,1.7535,0.389,-25.2285,0.4605,277.8,370.52,-9999,-9999,-9999,-9999,11.359,7.3995,0.60553882,707.02068,0.0019609148,276217.11,808.40308
2011-01-02 05:00:00,30,-3.982,0,296.12,1.545,99.794,-9999,1.931,0.3955,-50.56,0.672,248.77,370.1,-9999,-9999,-9999,-9999,9.6545,0.7915,0.92422937,674.6984,0.0018789769,275211.28,818.15527
2011-01-02 06:00:00,31,-4.7845,0,288.765,1.465,99.884,-9999,1.499,0.2965,-75.7185,1.279,218.31,370.1,-9999,-9999,-9999,-9999,5.45,-13.6695,0,676.12758,0.0017605729,274108.76,825.71069
2011-01-02 07:00:00,32,-5.3305,7.6505,286.305,1.33,99.9525,-9999,1.512,0.247,-71.6575,1.6795,218.23,370.055,-9999,-9999,-9999,-9999,4.6235,-11.138,0,629.63413,0.0017352819,273496.8,836.51709
