Site ID,Site name,Country,Longitude,Latitude,Elevation,IGBP type,First day,Last day,Span days,Span years
CA-WP1,"Alberta - Western Peatland - LaBiche River,Black Spruce/Larch Fen",Canada,-112.467,54.9538,540,WET,20030101,20091230,2556,6.99794661190965
