Site ID,Site name,Country,Longitude,Latitude,Elevation,IGBP type,First day,Last day,Span days,Span years
US-Rws,Reynolds Creek Wyoming big sagebrush,USA,-116.7132,43.1675,1425,OSH,20140101,20180930,1734,4.74743326488706
