Site ID,Site name,Country,Longitude,Latitude,Elevation,IGBP type,First day,Last day,Span days,Span years
BR-Npw,Northern Pantanal Wetland,Brazil,-56.412,-16.498,120,WSA,20130101,20170630,1642,4.49555099247091
