Site ID,Site name,Country,Longitude,Latitude,Elevation,IGBP type,First day,Last day,Span days,Span years
US-Br1,Brooks Field Site 10- Ames,USA,-93.6906,41.9749,313,CRO,20050101,20111231,2556,6.99794661190965
