Site ID,Site name,Country,Longitude,Latitude,Elevation,IGBP type,First day,Last day,Span days,Span years
US-Skr,Shark River Slough (Tower SRS-6)  Everglades,USA,-81.0776,25.3629,0,EBF,20040101,20111231,2922,8.0
