Site ID,Site name,Country,Longitude,Latitude,Elevation,IGBP type,First day,Last day,Span days,Span years
US-LS2,San Pedro River Lewis Springs Savanna,USA,-110.1344,31.5659,1240,SAV,20020101,20071231,2191,5.99863107460643
