Site ID,Site name,Country,Longitude,Latitude,Elevation,IGBP type,First day,Last day,Span days,Span years
US-BZB,Bonanza Creek Thermokarst Bog,USA,-148.3208,64.6955,100,WET,20130101,20161231,1461,4.0
