Site ID,Site name,Country,Longitude,Latitude,Elevation,IGBP type,First day,Last day,Span days,Span years
US-Bi1,Bouldin Island Alfalfa,USA,-121.4993,38.0992,-2.7,CRO,20160101,20201230,1826,4.99931553730321
